lane,word,q
1214,0,0
1215,0,0
1216,0,0
1217,0,1
1218,0,0
1219,3020596497,1
1220,0,1
1221,0,1
1222,1510344240,0
1223,0,0
1224,27984137,0
1225,0,1
1226,0,0
1227,0,1
1228,0,1
1229,0,1
1230,2187662338,0
1231,0,0
1232,1378357248,0
1233,0,1
1234,269492234,0
1235,1677721617,1
1236,0,1
1237,2190213256,1
1238,137912968,0
1239,0,0
1240,0,0
1241,680822843,1
1242,1485002769,0
1243,0,1
1244,1887502610,1
1245,0,1
1246,0,0
1247,572687878,0
1248,0,0
1249,0,1
1250,2173173805,0
1251,0,1
1252,0,1
1253,973407360,1
1254,686039043,0
1255,0,0
1256,0,0
1257,0,1
1258,0,0
1259,2305296679,1
1260,0,1
1261,268928016,1
1262,2242754088,0
1263,2215697190,0
1264,34734097,0
1265,0,1
1266,1208230248,0
1267,1111763350,1
1268,0,1
1269,25183808,1
1270,449580130,0
1271,0,0
1272,1103235138,0
1273,0,1
1274,0,0
1275,0,1
1276,2383678560,1
1277,0,1
1278,639246336,0
1279,0,0
1280,0,0
1281,0,1
1282,0,0
1283,0,1
1284,2334269456,1
1285,0,1
1286,0,0
1287,2282405888,0
1288,304232576,0
1289,0,1
1290,0,0
1291,0,1
1292,335564864,1
1293,0,1
1294,0,0
1295,0,0
1296,23102241,0
1297,2148007938,1
1298,0,0
1299,0,1
1300,2147614791,1
1301,1343005760,1
1302,549462401,0
1303,3230273951,0
1304,0,0
1305,2167112993,1
1306,536914563,0
1307,577270662,1
1308,0,1
1309,978377782,1
1310,0,0
1311,0,0
1312,0,0
1313,2317440018,1
1314,0,0
1315,849510408,1
1316,2703472,1
1317,0,1
1318,2181575936,0
1319,755402171,0
1320,3089241641,0
1321,0,1
1322,0,0
1323,153640965,1
1324,2626163360,1
1325,0,1
1326,0,0
1327,536886042,0
1328,0,0
1329,875171840,1
1330,1149775557,0
1331,0,1
1332,0,1
1333,10805700,1
1334,0,0
1335,0,0
1336,0,0
1337,1208092948,1
1338,0,0
1339,1099967570,1
1340,1610679394,1
1341,1275564179,1
1342,184733220,0
1343,0,0
1344,0,0
1345,4116711053,1
1346,0,0
1347,0,1
1348,0,1
1349,3310882816,1
1350,67692592,0
1351,0,0
1352,0,0
1353,0,1
1354,0,0
1355,0,1
1356,1170657057,1
1357,3263258793,1
1358,0,0
1359,0,0
1360,2451179342,0
1361,1150362738,1
1362,0,0
1363,0,1
1364,820255700,1
1365,1915507844,1
1366,0,0
1367,0,0
1368,0,0
1369,2419425304,1
1370,2225096851,0
1371,0,1
1372,3630170137,1
1373,0,1
1374,21824179,0
1375,3786478240,0
1376,0,0
1377,0,1
1378,2550677556,0
1379,21364817,1
1380,3147456,1
1381,737288,1
1382,2156418080,0
1383,0,0
1384,0,0
1385,0,1
1386,0,0
1387,487916038,1
1388,0,1
1389,0,1
1390,0,0
1391,0,0
1392,151560195,0
1393,0,1
1394,0,0
1395,1211170816,1
1396,0,1
1397,0,1
1398,0,0
1399,0,0
1400,169116352,0
1401,0,1
1402,17449105,0
1403,0,1
1404,0,1
1405,0,1
1406,0,0
1407,1175197899,0
1408,1074997376,0
1409,0,1
1410,0,0
1411,2734686240,1
1412,0,1
1413,0,1
1414,0,0
1415,748159644,0
1416,2181071321,0
1417,0,1
1418,269484058,0
1419,0,1
1420,135797930,1
1421,2424709394,1
1422,0,0
1423,17326664,0
1424,3137381324,0
1425,0,1
1426,0,0
1427,2705918627,1
1428,3023638816,1
1429,0,1
1430,1718618888,0
1431,78402656,0
1432,0,0
1433,0,1
1434,0,0
1435,0,1
1436,0,1
1437,0,1
1438,0,0
1439,305365338,0
1440,0,0
1441,0,1
1442,2688549983,0
1443,33822050,1
1444,0,1
1445,0,1
1446,0,0
1447,0,0
1448,2415994112,0
1449,1085311498,1
1450,0,0
1451,2708288072,1
1452,0,1
1453,70387016,1
1454,0,0
1455,0,0
1456,0,0
1457,0,1
1458,0,0
1459,0,1
1460,1485885800,1
1461,0,1
1462,0,0
1463,0,0
1464,0,0
1465,0,1
1466,0,0
1467,0,1
1468,43297600,1
1469,0,1
1470,1116244098,0
1471,0,0
1472,0,0
1473,0,1
1474,1551990913,0
1475,0,1
1476,0,1
1477,0,1
1478,0,0
1479,0,0
1480,0,0
1481,541414554,1
1482,0,0
1483,0,1
1484,0,1
1485,2688811010,1
1486,0,0
1487,0,0
1488,0,0
1489,0,1
1490,0,0
1491,1074440721,1
1492,0,1
1493,0,1
1494,0,0
1495,0,0
1496,0,0
1497,1690307082,1
1498,0,0
1499,0,1
1500,0,1
1501,0,1
1502,373851411,0
1503,3229745432,0
1504,0,0
1505,2207540488,1
1506,0,0
1507,1628207680,1
1508,302835734,1
1509,0,1
1510,2776983681,0
1511,1074447457,0
1512,0,0
1513,0,1
1514,0,0
1515,85035396,1
1516,0,1
1517,0,1
1518,0,0
1519,0,0
1520,1367892227,0
1521,2558551554,1
1522,0,0
1523,1174931662,1
1524,0,1
1525,0,1
1526,0,0
1527,335956,0
1528,613945364,0
1529,19137664,1
1530,1616939376,0
1531,0,1
1532,3792715840,1
1533,71475200,1
1534,0,0
1535,0,0
1536,0,0
1537,0,1
1538,1380536328,0
1539,76547456,1
1540,0,1
1541,0,1
1542,1546783488,0
1543,0,0
1544,0,0
1545,1476433496,1
1546,0,0
1547,472982532,1
1548,873464194,1
1549,373899904,1
1550,0,0
1551,0,0
1552,0,0
1553,0,1
1554,915540234,0
1555,0,1
1556,0,1
1557,702564761,1
1558,2216768260,0
1559,271390768,0
1560,591396968,0
1561,0,1
1562,0,0
1563,0,1
1564,0,1
1565,0,1
1566,0,0
1567,1620386560,0
1568,471090502,0
1569,0,1
1570,4456608,0
1571,0,1
1572,0,1
1573,0,1
1574,0,0
1575,0,0
1576,0,0
1577,4201523,1
1578,0,0
1579,0,1
1580,0,1
1581,0,1
1582,0,0
1583,0,0
1584,138784352,0
1585,0,1
1586,2315276321,0
1587,0,1
1588,0,1
1589,0,1
1590,0,0
1591,0,0
1592,0,0
1593,1078210592,1
1594,0,0
1595,0,1
1596,0,1
1597,0,1
1598,0,0
1599,618972300,0
1600,268452872,0
1601,1367559182,1
1602,811664768,0
1603,1241548288,1
1604,0,1
1605,1931094273,1
1606,285740048,0
1607,0,0
1608,52691011,0
1609,0,1
1610,0,0
1611,0,1
1612,0,1
1613,214177,1
1614,0,0
1615,0,0
1616,0,0
1617,0,1
1618,0,0
1619,738544393,1
1620,0,1
1621,313008680,1
1622,0,0
1623,2161254692,0
1624,0,0
1625,0,1
1626,1087015184,0
1627,0,1
1628,543065416,1
1629,0,1
1630,0,0
1631,2319943360,0
1632,0,0
1633,2936295738,1
1634,153239626,0
1635,293807116,1
1636,86788377,1
1637,0,1
1638,0,0
1639,1174929476,0
1640,1078461232,0
1641,2164523316,1
1642,0,0
1643,0,1
1644,0,1
1645,2405449738,1
1646,0,0
1647,55576756,0
1648,0,0
1649,1112053777,1
1650,263440,0
1651,336199680,1
1652,0,1
1653,2416970115,1
1654,738198284,0
1655,0,0
1656,3221881126,0
1657,13308672,1
1658,42486272,0
1659,0,1
1660,0,1
1661,424148992,1
1662,0,0
1663,0,0
1664,0,0
1665,0,1
1666,0,0
1667,0,1
1668,0,1
1669,0,1
1670,0,0
1671,0,0
1672,377492009,0
1673,302266484,1
1674,0,0
1675,0,1
1676,0,1
1677,0,1
1678,101745832,0
1679,0,0
1680,2215587858,0
1681,1144005888,1
1682,0,0
1683,0,1
1684,269682690,1
1685,0,1
1686,0,0
1687,0,0
1688,17085568,0
1689,69358592,1
1690,0,0
1691,0,1
1692,0,1
1693,0,1
1694,805306460,0
1695,940867848,0
1696,0,0
1697,0,1
1698,1091191555,0
1699,0,1
1700,0,1
1701,8472150,1
1702,0,0
1703,0,0
1704,0,0
1705,0,1
1706,538237072,0
1707,1073758336,1
1708,0,1
1709,36177957,1
1710,0,0
1711,0,0
1712,0,0
